CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,MEASDAY,MEASMON,MEASYEAR,QASTATCD,CRWTYPCD,SMPKNDCD,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CWD_SAMPLE_METHOD,FWD_SAMPLE_METHOD,MICR_SAMPLE_METHOD,DLF_SAMPLE_METHOD,PILE_SAMPLE_METHOD,DWM_SAMPLING_STATUS_CD,DWM_NBR_SUBP,DWM_NBR_SUBP_TRANSECT,DWM_SUBPLIST,DWM_TRANSECT_LENGTH,QA_STATUS
76450923010538,52963275010538,2002,23,25,2627,21,8,2002,1,1,1,NIMS,2007-11-19 00:00:00,10661,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
76450847010538,52970844010538,2002,23,27,2440,24,7,2002,1,1,1,NIMS,2007-11-19 00:00:00,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
76450840010538,52971316010538,2002,23,29,2065,5,8,2002,1,1,1,NIMS,2007-11-19 00:00:00,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
76450843010538,52978387010538,2002,23,29,2289,6,8,2002,1,1,1,NIMS,2007-11-19 00:00:00,10661,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
76450839010538,52978215010538,2002,23,29,2366,8,7,2002,1,1,1,NIMS,2007-11-19 00:00:00,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
76450884010538,52978104010538,2002,23,29,2569,3,7,2002,1,1,1,NIMS,2007-11-19 00:00:00,10661,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
76450885010538,52978032010538,2002,23,29,2608,11,7,2002,1,1,1,NIMS,2007-11-19 00:00:00,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
76450802010538,52980610010538,2002,23,31,2151,22,7,2002,1,1,1,NIMS,2007-11-19 00:00:00,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
76450803010538,52978779010538,2002,23,31,2377,17,9,2002,1,1,1,NIMS,2007-11-19 00:00:00,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54186104010538,53068293010538,2003,23,3,2764,21,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54185486010538,53109846010538,2003,23,3,2840,2,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54186515010538,53110494010538,2003,23,3,2914,25,6,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54185250010538,53111051010538,2003,23,3,3024,30,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54186156010538,53106129010538,2003,23,3,3084,18,6,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54185954010538,53113817010538,2003,23,3,3145,3,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54186390010538,53070906010538,2003,23,3,3310,16,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
54186048010538,53114528010538,2003,23,3,3335,26,6,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54186441010538,53069732010538,2003,23,3,3526,30,6,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
42725033020004,53111796010538,2003,23,3,3555,1,6,2003,1,,1,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:25,20004,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
42725007020004,53067293010538,2003,23,3,3675,1,6,2003,1,,1,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:25,20004,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54182903010538,53071713010538,2003,23,5,2871,28,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54185800010538,53073450010538,2003,23,7,2721,5,8,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54184194010538,53076513010538,2003,23,7,3260,6,8,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54184446010538,53077474010538,2003,23,7,3359,6,8,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54184041010538,53080317010538,2003,23,9,3028,3,9,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
54184097010538,53082847010538,2003,23,11,3658,27,8,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54184349010538,53088004010538,2003,23,17,2856,29,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
54184396010538,53090487010538,2003,23,17,3125,2,9,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54184305010538,53090221010538,2003,23,17,3446,3,9,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54185895010538,53090799010538,2003,23,17,3448,5,8,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54185310010538,53094169010538,2003,23,19,3480,8,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54185358010538,53095446010538,2003,23,19,3596,25,8,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54185638010538,53037352010538,2003,23,21,2976,11,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54186000010538,53037982010538,2003,23,21,3038,1,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54186322010538,53043181010538,2003,23,21,3069,15,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54186214010538,53042275010538,2003,23,21,3096,8,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54185421010538,53100249010538,2003,23,21,3440,7,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54185529010538,53036771010538,2003,23,21,3707,13,8,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54184244010538,53044836010538,2003,23,25,2730,18,8,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54185684010538,53051987010538,2003,23,25,2758,22,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54185846010538,53054860010538,2003,23,25,3085,23,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
54185741010538,53049083010538,2003,23,25,3121,14,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54186265010538,53049395010538,2003,23,25,3349,10,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54185585010538,53049292010538,2003,23,25,3674,24,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54184144010538,53056254010538,2003,23,27,3156,20,8,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54183995010538,53055641010538,2003,23,27,3670,26,8,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54185140010538,53060774010538,2003,23,29,2735,4,8,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
54183949010538,53059808010538,2003,23,29,2862,25,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54183901010538,53059057010538,2003,23,29,3154,18,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
54185200010538,53063661010538,2003,23,29,3385,17,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
54182864010538,53065487010538,2003,23,31,3544,28,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
54182821010538,53066401010538,2003,23,31,3691,28,7,2003,1,1,1,NIMS_P3_20,2005-03-04 00:00:00,10538,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
56714009010538,70575130010538,2004,23,1,2026,7,9,2004,1,1,1,NIMS_P3_20,2005-10-31 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
56716550010538,70543598010538,2004,23,3,179,30,6,2004,1,1,1,NIMS_P3_20,2005-10-31 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
56716131010538,70545582010538,2004,23,3,203,24,6,2004,1,1,1,NIMS_P3_20,2005-10-31 00:00:00,10538,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
56716493010538,70545064010538,2004,23,3,299,14,7,2004,1,1,1,NIMS_P3_20,2005-10-31 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
56715470010538,70585179010538,2004,23,3,465,27,8,2004,1,1,1,NIMS_P3_20,2005-10-31 00:00:00,10538,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
